log10(dx) log10(error)
 dx L1 L2 Inf
-0.9030899870E+00 -0.9348972672E+00 -0.9156366990E+00 -0.7668091914E+00
-0.1204119983E+01 -0.1507813585E+01 -0.1487646935E+01 -0.1316155837E+01
-0.1505149978E+01 -0.2102518559E+01 -0.2082101223E+01 -0.1904472871E+01
-0.1806179974E+01 -0.2702438453E+01 -0.2681868095E+01 -0.2502403161E+01
-0.2107209970E+01 -0.3303353879E+01 -0.3282563033E+01 -0.3102077329E+01
-0.2408239965E+01 -0.3903913954E+01 -0.3882702769E+01 -0.3700854039E+01
