height temperature
 height fluid solid
 0.1953125000E-02  0.8712165626E+03  0.6511917796E+03
 0.5859375000E-02  0.8697233844E+03  0.6510882513E+03
 0.9765625000E-02  0.8682320301E+03  0.6508848930E+03
 0.1367187500E-01  0.8667418639E+03  0.6505852979E+03
 0.1757812500E-01  0.8652522755E+03  0.6501929571E+03
 0.2148437500E-01  0.8637626792E+03  0.6497112630E+03
 0.2539062500E-01  0.8622725132E+03  0.6491435121E+03
 0.2929687500E-01  0.8607812390E+03  0.6484929080E+03
 0.3320312500E-01  0.8592883411E+03  0.6477625639E+03
 0.3710937500E-01  0.8577933254E+03  0.6469555055E+03
 0.4101562500E-01  0.8562957197E+03  0.6460746732E+03
 0.4492187500E-01  0.8547950724E+03  0.6451229245E+03
 0.4882812500E-01  0.8532909521E+03  0.6441030363E+03
 0.5273437500E-01  0.8517829471E+03  0.6430177070E+03
 0.5664062500E-01  0.8502706648E+03  0.6418695584E+03
 0.6054687500E-01  0.8487537311E+03  0.6406611379E+03
 0.6445312500E-01  0.8472317901E+03  0.6393949201E+03
 0.6835937500E-01  0.8457045031E+03  0.6380733085E+03
 0.7226562500E-01  0.8441715488E+03  0.6366986377E+03
 0.7617187500E-01  0.8426326223E+03  0.6352731741E+03
 0.8007812500E-01  0.8410874347E+03  0.6337991185E+03
 0.8398437500E-01  0.8395357127E+03  0.6322786066E+03
 0.8789062500E-01  0.8379771982E+03  0.6307137112E+03
 0.9179687500E-01  0.8364116479E+03  0.6291064429E+03
 0.9570312500E-01  0.8348388325E+03  0.6274587521E+03
 0.9960937500E-01  0.8332585367E+03  0.6257725297E+03
 0.1035156250E+00  0.8316705586E+03  0.6240496086E+03
 0.1074218750E+00  0.8300747094E+03  0.6222917649E+03
 0.1113281250E+00  0.8284708127E+03  0.6205007191E+03
 0.1152343750E+00  0.8268587045E+03  0.6186781370E+03
 0.1191406250E+00  0.8252382326E+03  0.6168256313E+03
 0.1230468750E+00  0.8236092560E+03  0.6149447623E+03
 0.1269531250E+00  0.8219716452E+03  0.6130370389E+03
 0.1308593750E+00  0.8203252810E+03  0.6111039202E+03
 0.1347656250E+00  0.8186700549E+03  0.6091468161E+03
 0.1386718750E+00  0.8170058683E+03  0.6071670884E+03
 0.1425781250E+00  0.8153326323E+03  0.6051660521E+03
 0.1464843750E+00  0.8136502671E+03  0.6031449762E+03
 0.1503906250E+00  0.8119587023E+03  0.6011050847E+03
 0.1542968750E+00  0.8102578759E+03  0.5990475579E+03
 0.1582031250E+00  0.8085477345E+03  0.5969735331E+03
 0.1621093750E+00  0.8068282327E+03  0.5948841059E+03
 0.1660156250E+00  0.8050993328E+03  0.5927803311E+03
 0.1699218750E+00  0.8033610047E+03  0.5906632236E+03
 0.1738281250E+00  0.8016132255E+03  0.5885337596E+03
 0.1777343750E+00  0.7998559792E+03  0.5863928776E+03
 0.1816406250E+00  0.7980892564E+03  0.5842414795E+03
 0.1855468750E+00  0.7963130543E+03  0.5820804313E+03
 0.1894531250E+00  0.7945273761E+03  0.5799105644E+03
 0.1933593750E+00  0.7927322309E+03  0.5777326766E+03
 0.1972656250E+00  0.7909276335E+03  0.5755475329E+03
 0.2011718750E+00  0.7891136041E+03  0.5733558670E+03
 0.2050781250E+00  0.7872901681E+03  0.5711583815E+03
 0.2089843750E+00  0.7854573559E+03  0.5689557497E+03
 0.2128906250E+00  0.7836152027E+03  0.5667486163E+03
 0.2167968750E+00  0.7817637481E+03  0.5645375980E+03
 0.2207031250E+00  0.7799030362E+03  0.5623232850E+03
 0.2246093750E+00  0.7780331152E+03  0.5601062420E+03
 0.2285156250E+00  0.7761540374E+03  0.5578870085E+03
 0.2324218750E+00  0.7742658586E+03  0.5556661004E+03
 0.2363281250E+00  0.7723686386E+03  0.5534440108E+03
 0.2402343750E+00  0.7704624404E+03  0.5512212105E+03
 0.2441406250E+00  0.7685473304E+03  0.5489981494E+03
 0.2480468750E+00  0.7666233781E+03  0.5467752572E+03
