height temperature
 height fluid solid
 0.4882812500E-03  0.8717774092E+03  0.6511290948E+03
 0.1464843750E-02  0.8714033202E+03  0.6511225333E+03
 0.2441406250E-02  0.8710294076E+03  0.6511094695E+03
 0.3417968750E-02  0.8706556607E+03  0.6510899620E+03
 0.4394531250E-02  0.8702820688E+03  0.6510640691E+03
 0.5371093750E-02  0.8699086214E+03  0.6510318486E+03
 0.6347656250E-02  0.8695353082E+03  0.6509933579E+03
 0.7324218750E-02  0.8691621188E+03  0.6509486541E+03
 0.8300781250E-02  0.8687890430E+03  0.6508977938E+03
 0.9277343750E-02  0.8684160707E+03  0.6508408330E+03
 0.1025390625E-01  0.8680431919E+03  0.6507778276E+03
 0.1123046875E-01  0.8676703968E+03  0.6507088331E+03
 0.1220703125E-01  0.8672976755E+03  0.6506339042E+03
 0.1318359375E-01  0.8669250183E+03  0.6505530958E+03
 0.1416015625E-01  0.8665524157E+03  0.6504664618E+03
 0.1513671875E-01  0.8661798581E+03  0.6503740562E+03
 0.1611328125E-01  0.8658073361E+03  0.6502759324E+03
 0.1708984375E-01  0.8654348405E+03  0.6501721433E+03
 0.1806640625E-01  0.8650623619E+03  0.6500627417E+03
 0.1904296875E-01  0.8646898914E+03  0.6499477798E+03
 0.2001953125E-01  0.8643174199E+03  0.6498273095E+03
 0.2099609375E-01  0.8639449383E+03  0.6497013824E+03
 0.2197265625E-01  0.8635724380E+03  0.6495700496E+03
 0.2294921875E-01  0.8631999102E+03  0.6494333619E+03
 0.2392578125E-01  0.8628273462E+03  0.6492913697E+03
 0.2490234375E-01  0.8624547374E+03  0.6491441232E+03
 0.2587890625E-01  0.8620820754E+03  0.6489916719E+03
 0.2685546875E-01  0.8617093518E+03  0.6488340654E+03
 0.2783203125E-01  0.8613365584E+03  0.6486713526E+03
 0.2880859375E-01  0.8609636868E+03  0.6485035822E+03
 0.2978515625E-01  0.8605907291E+03  0.6483308024E+03
 0.3076171875E-01  0.8602176771E+03  0.6481530612E+03
 0.3173828125E-01  0.8598445230E+03  0.6479704063E+03
 0.3271484375E-01  0.8594712588E+03  0.6477828849E+03
 0.3369140625E-01  0.8590978769E+03  0.6475905440E+03
 0.3466796875E-01  0.8587243695E+03  0.6473934302E+03
 0.3564453125E-01  0.8583507290E+03  0.6471915897E+03
 0.3662109375E-01  0.8579769479E+03  0.6469850686E+03
 0.3759765625E-01  0.8576030187E+03  0.6467739123E+03
 0.3857421875E-01  0.8572289343E+03  0.6465581663E+03
 0.3955078125E-01  0.8568546871E+03  0.6463378755E+03
 0.4052734375E-01  0.8564802702E+03  0.6461130845E+03
 0.4150390625E-01  0.8561056763E+03  0.6458838377E+03
 0.4248046875E-01  0.8557308984E+03  0.6456501791E+03
 0.4345703125E-01  0.8553559296E+03  0.6454121523E+03
 0.4443359375E-01  0.8549807631E+03  0.6451698008E+03
 0.4541015625E-01  0.8546053920E+03  0.6449231676E+03
 0.4638671875E-01  0.8542298096E+03  0.6446722955E+03
 0.4736328125E-01  0.8538540092E+03  0.6444172269E+03
 0.4833984375E-01  0.8534779845E+03  0.6441580041E+03
 0.4931640625E-01  0.8531017287E+03  0.6438946688E+03
 0.5029296875E-01  0.8527252356E+03  0.6436272626E+03
 0.5126953125E-01  0.8523484988E+03  0.6433558267E+03
 0.5224609375E-01  0.8519715121E+03  0.6430804022E+03
 0.5322265625E-01  0.8515942692E+03  0.6428010296E+03
 0.5419921875E-01  0.8512167641E+03  0.6425177493E+03
 0.5517578125E-01  0.8508389908E+03  0.6422306015E+03
 0.5615234375E-01  0.8504609432E+03  0.6419396258E+03
 0.5712890625E-01  0.8500826155E+03  0.6416448618E+03
 0.5810546875E-01  0.8497040018E+03  0.6413463488E+03
 0.5908203125E-01  0.8493250964E+03  0.6410441256E+03
 0.6005859375E-01  0.8489458937E+03  0.6407382308E+03
 0.6103515625E-01  0.8485663880E+03  0.6404287030E+03
 0.6201171875E-01  0.8481865738E+03  0.6401155800E+03
 0.6298828125E-01  0.8478064456E+03  0.6397988998E+03
 0.6396484375E-01  0.8474259980E+03  0.6394786999E+03
 0.6494140625E-01  0.8470452257E+03  0.6391550176E+03
 0.6591796875E-01  0.8466641235E+03  0.6388278898E+03
 0.6689453125E-01  0.8462826860E+03  0.6384973533E+03
